country,year,sidea,sideb,region,extortion,smuggling,cannabis_extortion,coca_extortion,diamondsalluvial_extortion,drugs_extortion,gems_extortion,opium_extortion,timber_extortion,cannabis_smuggling,coca_smuggling,diamondsalluvial_smuggling,drugs_smuggling,gems_smuggling,opium_smuggling,timber_smuggling,external_support,forcedrecruit,abduction
Algeria,1995,Algeria,GIA,Middle East & North Africa,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
Algeria,1995,Algeria,GIA,Middle East & North Africa,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
Algeria,1995,Algeria,GIA,Middle East & North Africa,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
Algeria,1995,Algeria,GIA,Middle East & North Africa,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
Algeria,1995,Algeria,GIA,Middle East & North Africa,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
Algeria,1996,Algeria,GIA,Middle East & North Africa,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Algeria,1996,Algeria,GIA,Middle East & North Africa,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Algeria,1996,Algeria,GIA,Middle East & North Africa,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Algeria,1996,Algeria,GIA,Middle East & North Africa,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Algeria,1996,Algeria,GIA,Middle East & North Africa,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Algeria,1996,Algeria,GIA,Middle East & North Africa,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Algeria,1996,Algeria,GIA,Middle East & North Africa,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Algeria,1996,Algeria,GIA,Middle East & North Africa,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Algeria,1996,Algeria,GIA,Middle East & North Africa,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Algeria,1996,Algeria,GIA,Middle East & North Africa,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Algeria,1996,Algeria,GIA,Middle East & North Africa,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Algeria,1997,Algeria,GIA,Middle East & North Africa,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
Algeria,1997,Algeria,GIA,Middle East & North Africa,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
Algeria,1997,Algeria,GIA,Middle East & North Africa,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
Algeria,1997,Algeria,GIA,Middle East & North Africa,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
Algeria,1997,Algeria,GIA,Middle East & North Africa,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
Algeria,1997,Algeria,GIA,Middle East & North Africa,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
Algeria,1997,Algeria,GIA,Middle East & North Africa,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
Algeria,1997,Algeria,GIA,Middle East & North Africa,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
Algeria,1997,Algeria,GIA,Middle East & North Africa,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
Algeria,1997,Algeria,GIA,Middle East & North Africa,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
Algeria,1997,Algeria,GIA,Middle East & North Africa,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
Algeria,1998,Algeria,GIA,Middle East & North Africa,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Algeria,1998,Algeria,GIA,Middle East & North Africa,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Algeria,1998,Algeria,GIA,Middle East & North Africa,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Algeria,1998,Algeria,GIA,Middle East & North Africa,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Algeria,1998,Algeria,GIA,Middle East & North Africa,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Algeria,1998,Algeria,GIA,Middle East & North Africa,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Algeria,1998,Algeria,GIA,Middle East & North Africa,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Algeria,1998,Algeria,GIA,Middle East & North Africa,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Algeria,1998,Algeria,GIA,Middle East & North Africa,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Algeria,1998,Algeria,GIA,Middle East & North Africa,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Algeria,1998,Algeria,GIA,Middle East & North Africa,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Algeria,1999,Algeria,GIA,Middle East & North Africa,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Algeria,1999,Algeria,GIA,Middle East & North Africa,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Algeria,1999,Algeria,GIA,Middle East & North Africa,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Algeria,1999,Algeria,GIA,Middle East & North Africa,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Algeria,1999,Algeria,GIA,Middle East & North Africa,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Algeria,1999,Algeria,GIA,Middle East & North Africa,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Algeria,1999,Algeria,GIA,Middle East & North Africa,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Algeria,1999,Algeria,GIA,Middle East & North Africa,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Algeria,1999,Algeria,GIA,Middle East & North Africa,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Algeria,1999,Algeria,GIA,Middle East & North Africa,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Algeria,1999,Algeria,GIA,Middle East & North Africa,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Algeria,2000,Algeria,GIA,Middle East & North Africa,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Algeria,2000,Algeria,GIA,Middle East & North Africa,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Algeria,2000,Algeria,GIA,Middle East & North Africa,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Algeria,2000,Algeria,GIA,Middle East & North Africa,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Algeria,2000,Algeria,GIA,Middle East & North Africa,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Algeria,2000,Algeria,GIA,Middle East & North Africa,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Algeria,2000,Algeria,GIA,Middle East & North Africa,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Algeria,2000,Algeria,GIA,Middle East & North Africa,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Algeria,2000,Algeria,GIA,Middle East & North Africa,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Algeria,2000,Algeria,GIA,Middle East & North Africa,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Algeria,2000,Algeria,GIA,Middle East & North Africa,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Algeria,2001,Algeria,GIA,Middle East & North Africa,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Algeria,2001,Algeria,GIA,Middle East & North Africa,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Algeria,2001,Algeria,GIA,Middle East & North Africa,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Algeria,2001,Algeria,GIA,Middle East & North Africa,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Algeria,2001,Algeria,GIA,Middle East & North Africa,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Algeria,2001,Algeria,GIA,Middle East & North Africa,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Algeria,2001,Algeria,GIA,Middle East & North Africa,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Algeria,2001,Algeria,GIA,Middle East & North Africa,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Algeria,2001,Algeria,GIA,Middle East & North Africa,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Algeria,2001,Algeria,GIA,Middle East & North Africa,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Algeria,2001,Algeria,GIA,Middle East & North Africa,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Algeria,2002,Algeria,GIA,Middle East & North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Algeria,2002,Algeria,GIA,Middle East & North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Algeria,2002,Algeria,GIA,Middle East & North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Algeria,2002,Algeria,GIA,Middle East & North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Algeria,2002,Algeria,GIA,Middle East & North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Algeria,2002,Algeria,GIA,Middle East & North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Algeria,2002,Algeria,GIA,Middle East & North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Algeria,2002,Algeria,GIA,Middle East & North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Algeria,2002,Algeria,GIA,Middle East & North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Algeria,2002,Algeria,GIA,Middle East & North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Algeria,2002,Algeria,GIA,Middle East & North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Algeria,2003,Algeria,GIA,Middle East & North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Algeria,2003,Algeria,GIA,Middle East & North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Algeria,2003,Algeria,GIA,Middle East & North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Algeria,2003,Algeria,GIA,Middle East & North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Algeria,2003,Algeria,GIA,Middle East & North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Algeria,2003,Algeria,GIA,Middle East & North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Algeria,2003,Algeria,GIA,Middle East & North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Algeria,2003,Algeria,GIA,Middle East & North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Algeria,2003,Algeria,GIA,Middle East & North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Algeria,2003,Algeria,GIA,Middle East & North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Algeria,2003,Algeria,GIA,Middle East & North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Algeria,1999,Algeria,AQIM,Middle East & North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Algeria,1999,Algeria,AQIM,Middle East & North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Algeria,1999,Algeria,AQIM,Middle East & North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Algeria,1999,Algeria,AQIM,Middle East & North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Algeria,1999,Algeria,AQIM,Middle East & North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Algeria,1999,Algeria,AQIM,Middle East & North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Algeria,1999,Algeria,AQIM,Middle East & North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Algeria,1999,Algeria,AQIM,Middle East & North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Algeria,1999,Algeria,AQIM,Middle East & North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Algeria,1999,Algeria,AQIM,Middle East & North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Algeria,1999,Algeria,AQIM,Middle East & North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Algeria,1999,Algeria,AQIM,Middle East & North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Algeria,1999,Algeria,AQIM,Middle East & North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Algeria,1999,Algeria,AQIM,Middle East & North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Algeria,1999,Algeria,AQIM,Middle East & North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Algeria,1999,Algeria,AQIM,Middle East & North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Algeria,1999,Algeria,AQIM,Middle East & North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Algeria,2000,Algeria,AQIM,Middle East & North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Algeria,2000,Algeria,AQIM,Middle East & North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Algeria,2000,Algeria,AQIM,Middle East & North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Algeria,2000,Algeria,AQIM,Middle East & North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Algeria,2000,Algeria,AQIM,Middle East & North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Algeria,2000,Algeria,AQIM,Middle East & North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Algeria,2000,Algeria,AQIM,Middle East & North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Algeria,2000,Algeria,AQIM,Middle East & North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Algeria,2000,Algeria,AQIM,Middle East & North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Algeria,2000,Algeria,AQIM,Middle East & North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Algeria,2000,Algeria,AQIM,Middle East & North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Algeria,2000,Algeria,AQIM,Middle East & North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Algeria,2000,Algeria,AQIM,Middle East & North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Algeria,2000,Algeria,AQIM,Middle East & North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Algeria,2000,Algeria,AQIM,Middle East & North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Algeria,2000,Algeria,AQIM,Middle East & North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Algeria,2000,Algeria,AQIM,Middle East & North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Algeria,2001,Algeria,AQIM,Middle East & North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Algeria,2001,Algeria,AQIM,Middle East & North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Algeria,2001,Algeria,AQIM,Middle East & North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Algeria,2001,Algeria,AQIM,Middle East & North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Algeria,2001,Algeria,AQIM,Middle East & North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Algeria,2001,Algeria,AQIM,Middle East & North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Algeria,2001,Algeria,AQIM,Middle East & North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Algeria,2001,Algeria,AQIM,Middle East & North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Algeria,2001,Algeria,AQIM,Middle East & North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Algeria,2001,Algeria,AQIM,Middle East & North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Algeria,2001,Algeria,AQIM,Middle East & North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Algeria,2001,Algeria,AQIM,Middle East & North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Algeria,2001,Algeria,AQIM,Middle East & North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Algeria,2001,Algeria,AQIM,Middle East & North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Algeria,2001,Algeria,AQIM,Middle East & North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Algeria,2001,Algeria,AQIM,Middle East & North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Algeria,2001,Algeria,AQIM,Middle East & North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
